time,action,target_price,target_volume,trade_price,trade_volume,status,flag
2018-09-01 00:00:00,buy,2.5,3.1,-1.0,0.0,未成交,0
2018-09-01 01:00:00,buy,2.5,2.06,-1.0,0.0,未成交,0
2018-09-01 02:00:00,buy,2.5,1.52,-1.0,0.0,未成交,0
2018-09-01 03:00:00,buy,2.5,1.2,-1.0,0.0,未成交,0
2018-09-01 04:00:00,buy,2.5,0.72,-1.0,0.0,未成交,0
2018-09-01 05:00:00,buy,2.5,0.11,1.75,0.11,完全成交,0
2018-09-01 06:00:00,sell,1.75,0.46,1.75,0.0,未成交,0
2018-09-01 07:00:00,sell,1.75,0.88,1.75,0.0,未成交,0
2018-09-01 08:00:00,sell,1.75,1.09,1.75,0.0,未成交,0
2018-09-01 09:00:00,sell,1.75,1.08,2.0,0.0,未成交,0
2018-09-01 10:00:00,sell,1.75,0.97,1.5,0.0,未成交,0
2018-09-01 11:00:00,sell,1.75,0.97,2.51,0.0,未成交,0
2018-09-01 12:00:00,sell,1.75,1.05,2.51,0.0,未成交,0
2018-09-01 13:00:00,sell,1.75,1.07,2.51,0.0,未成交,0
2018-09-01 14:00:00,sell,1.75,0.64,1.5,0.0,未成交,0
2018-09-01 15:00:00,sell,1.75,0.01,1.5,0.0,未成交,0
2018-09-01 16:00:00,buy,2.5,0.58,2.51,0.0,未成交,0
2018-09-01 17:00:00,buy,2.5,1.42,-1.0,0.0,未成交,0
2018-09-01 18:00:00,buy,2.5,2.13,-1.0,0.0,未成交,0
2018-09-01 19:00:00,buy,2.5,2.47,-1.0,0.0,未成交,0
2018-09-01 20:00:00,buy,2.5,2.99,-1.0,0.0,未成交,0
2018-09-01 21:00:00,buy,2.5,3.04,-1.0,0.0,未成交,0
2018-09-01 22:00:00,buy,2.5,2.94,-1.0,0.0,未成交,0
2018-09-01 23:00:00,buy,2.5,2.82,-1.0,0.0,未成交,0
2018-09-01 00:00:00,buy,2.5,1.14,-1.0,0.0,未成交,1
2018-09-01 01:00:00,buy,2.5,1.0,-1.0,0.0,未成交,1
2018-09-01 02:00:00,buy,2.5,0.64,-1.0,0.0,未成交,1
2018-09-01 03:00:00,buy,2.5,0.2,-1.0,0.0,未成交,1
2018-09-01 04:00:00,sell,1.75,0.17,1.75,0.0,未成交,1
2018-09-01 05:00:00,sell,1.75,0.64,1.75,0.0,未成交,1
2018-09-01 06:00:00,sell,1.75,1.12,1.75,0.0,未成交,1
2018-09-01 07:00:00,sell,1.75,1.54,1.75,0.0,未成交,1
2018-09-01 08:00:00,sell,1.75,1.79,1.75,0.0,未成交,1
2018-09-01 09:00:00,sell,1.75,1.87,1.5,0.0,未成交,1
2018-09-01 10:00:00,sell,1.75,1.64,2.52,0.0,未成交,1
2018-09-01 11:00:00,sell,1.75,1.38,2.52,0.0,未成交,1
2018-09-01 12:00:00,sell,1.75,1.01,2.52,0.0,未成交,1
2018-09-01 13:00:00,sell,1.75,0.73,2.52,0.0,未成交,1
2018-09-01 14:00:00,sell,1.75,0.3,2.52,0.0,未成交,1
2018-09-01 15:00:00,buy,2.5,0.15,2.52,0.0,未成交,1
2018-09-01 16:00:00,buy,2.5,0.74,2.0,0.0,未成交,1
2018-09-01 17:00:00,buy,2.5,1.38,2.4,0.0,未成交,1
2018-09-01 18:00:00,buy,2.5,2.36,2.0,0.0,未成交,1
2018-09-01 19:00:00,buy,2.5,2.39,-1.0,0.0,未成交,1
2018-09-01 20:00:00,buy,2.5,2.34,-1.0,0.0,未成交,1
2018-09-01 21:00:00,buy,2.5,2.21,-1.0,0.0,未成交,1
2018-09-01 22:00:00,buy,2.5,2.09,-1.0,0.0,未成交,1
2018-09-01 23:00:00,buy,2.5,2.43,-1.0,0.0,未成交,1
2018-09-01 00:00:00,buy,2.5,2.06,-1.0,0.0,未成交,2
2018-09-01 01:00:00,buy,2.5,1.45,-1.0,0.0,未成交,2
2018-09-01 02:00:00,buy,2.5,0.88,-1.0,0.0,未成交,2
2018-09-01 03:00:00,buy,2.5,0.61,-1.0,0.0,未成交,2
2018-09-01 04:00:00,buy,2.5,0.4,1.75,0.0,未成交,2
2018-09-01 06:00:00,sell,1.75,0.4,1.75,0.0,未成交,2
2018-09-01 07:00:00,sell,1.75,0.71,1.75,0.0,未成交,2
2018-09-01 08:00:00,sell,1.75,0.78,1.75,0.0,未成交,2
2018-09-01 09:00:00,sell,1.75,0.78,1.5,0.0,未成交,2
2018-09-01 10:00:00,sell,1.75,0.54,2.0,0.0,未成交,2
2018-09-01 11:00:00,sell,1.75,0.24,1.5,0.0,未成交,2
2018-09-01 12:00:00,buy,2.5,0.27,2.51,0.0,未成交,2
2018-09-01 13:00:00,buy,2.5,0.79,2.51,0.0,未成交,2
2018-09-01 14:00:00,buy,2.5,0.93,2.52,0.0,未成交,2
2018-09-01 15:00:00,buy,2.5,1.01,2.51,0.0,未成交,2
2018-09-01 16:00:00,buy,2.5,1.13,2.0,0.0,未成交,2
2018-09-01 17:00:00,buy,2.5,1.37,2.0,0.0,未成交,2
2018-09-01 18:00:00,buy,2.5,1.78,2.0,0.0,未成交,2
2018-09-01 19:00:00,buy,2.5,2.07,-1.0,0.0,未成交,2
2018-09-01 20:00:00,buy,2.5,2.18,-1.0,0.0,未成交,2
2018-09-01 21:00:00,buy,2.5,2.11,-1.0,0.0,未成交,2
2018-09-01 22:00:00,buy,2.5,1.99,-1.0,0.0,未成交,2
2018-09-01 23:00:00,buy,2.5,1.9,-1.0,0.0,未成交,2
2018-09-01 00:00:00,buy,2.5,1.16,-1.0,0.0,未成交,3
2018-09-01 01:00:00,buy,2.5,0.84,-1.0,0.0,未成交,3
2018-09-01 02:00:00,buy,2.5,0.58,-1.0,0.0,未成交,3
2018-09-01 03:00:00,buy,2.5,0.24,-1.0,0.0,未成交,3
2018-09-01 04:00:00,sell,1.75,0.06,1.75,0.06,完全成交,3
2018-09-01 05:00:00,sell,1.75,0.37,1.75,0.37,完全成交,3
2018-09-01 06:00:00,sell,1.75,0.69,1.75,0.0,未成交,3
2018-09-01 07:00:00,sell,1.75,0.97,1.75,0.0,未成交,3
2018-09-01 08:00:00,sell,1.75,1.03,1.75,0.0,未成交,3
2018-09-01 09:00:00,sell,1.75,1.09,1.5,0.0,未成交,3
2018-09-01 10:00:00,sell,1.75,1.14,1.5,0.0,未成交,3
2018-09-01 11:00:00,sell,1.75,0.9,1.5,0.0,未成交,3
2018-09-01 12:00:00,sell,1.75,0.38,2.51,0.38,完全成交,3
2018-09-01 13:00:00,sell,1.75,0.01,2.51,0.01,完全成交,3
2018-09-01 14:00:00,buy,2.5,0.38,2.51,0.0,未成交,3
2018-09-01 15:00:00,buy,2.5,1.16,-1.0,0.0,未成交,3
2018-09-01 16:00:00,buy,2.5,1.75,2.0,0.0,未成交,3
2018-09-01 17:00:00,buy,2.5,1.91,1.26,0.0,未成交,3
2018-09-01 18:00:00,buy,2.5,1.99,-1.0,0.0,未成交,3
2018-09-01 19:00:00,buy,2.5,2.03,-1.0,0.0,未成交,3
2018-09-01 20:00:00,buy,2.5,1.65,-1.0,0.0,未成交,3
2018-09-01 21:00:00,buy,2.5,1.72,-1.0,0.0,未成交,3
