time,action,target_price,target_volume,trade_price,trade_volume,status,flag
2018-09-01 00:00:00,buy,2.0,0.42,-1.0,0.0,未成交,0
2018-09-01 00:00:00,buy,1.5,0.42,-1.0,0.0,未成交,0
2018-09-01 01:00:00,buy,2.0,0.43,-1.0,0.0,未成交,0
2018-09-01 01:00:00,buy,1.5,0.43,-1.0,0.0,未成交,0
2018-09-01 02:00:00,buy,2.0,0.33,-1.0,0.0,未成交,0
2018-09-01 02:00:00,buy,1.5,0.33,-1.0,0.0,未成交,0
2018-09-01 03:00:00,buy,2.0,0.37,-1.0,0.0,未成交,0
2018-09-01 03:00:00,buy,1.5,0.37,-1.0,0.0,未成交,0
2018-09-01 04:00:00,buy,2.0,0.33,1.5,0.0,未成交,0
2018-09-01 04:00:00,buy,1.5,0.33,1.5,0.0,未成交,0
2018-09-01 05:00:00,buy,2.0,0.31,1.5,0.0,未成交,0
2018-09-01 05:00:00,buy,1.5,0.31,1.5,0.0,未成交,0
2018-09-01 06:00:00,buy,2.0,0.37,1.5,0.0,未成交,0
2018-09-01 06:00:00,buy,1.5,0.37,1.5,0.0,未成交,0
2018-09-01 07:00:00,buy,2.0,0.14,1.5,0.0,未成交,0
2018-09-01 07:00:00,buy,1.5,0.14,1.5,0.0,未成交,0
2018-09-01 17:00:00,buy,2.0,0.15,-1.0,0.0,未成交,0
2018-09-01 17:00:00,buy,1.5,0.15,-1.0,0.0,未成交,0
2018-09-01 18:00:00,buy,2.0,0.57,-1.0,0.0,未成交,0
2018-09-01 18:00:00,buy,1.5,0.57,-1.0,0.0,未成交,0
2018-09-01 19:00:00,buy,2.0,0.6,-1.0,0.0,未成交,0
2018-09-01 19:00:00,buy,1.5,0.6,-1.0,0.0,未成交,0
2018-09-01 20:00:00,buy,2.0,0.67,-1.0,0.0,未成交,0
2018-09-01 20:00:00,buy,1.5,0.67,-1.0,0.0,未成交,0
2018-09-01 21:00:00,buy,2.0,0.51,-1.0,0.0,未成交,0
2018-09-01 21:00:00,buy,1.5,0.51,-1.0,0.0,未成交,0
2018-09-01 22:00:00,buy,2.0,0.49,-1.0,0.0,未成交,0
2018-09-01 22:00:00,buy,1.5,0.49,-1.0,0.0,未成交,0
2018-09-01 23:00:00,buy,2.0,0.45,-1.0,0.0,未成交,0
2018-09-01 23:00:00,buy,1.5,0.45,-1.0,0.0,未成交,0
2018-09-01 00:00:00,buy,2.0,0.95,-1.0,0.0,未成交,1
2018-09-01 00:00:00,buy,1.5,0.95,-1.0,0.0,未成交,1
2018-09-01 01:00:00,buy,2.0,0.65,-1.0,0.0,未成交,1
2018-09-01 01:00:00,buy,1.5,0.65,-1.0,0.0,未成交,1
2018-09-01 02:00:00,buy,2.0,0.61,-1.0,0.0,未成交,1
2018-09-01 02:00:00,buy,1.5,0.61,-1.0,0.0,未成交,1
2018-09-01 03:00:00,buy,2.0,0.67,-1.0,0.0,未成交,1
2018-09-01 03:00:00,buy,1.5,0.67,-1.0,0.0,未成交,1
2018-09-01 04:00:00,buy,2.0,0.41,-1.0,0.0,未成交,1
2018-09-01 04:00:00,buy,1.5,0.41,-1.0,0.0,未成交,1
2018-09-01 05:00:00,buy,2.0,0.7,1.5,0.0,未成交,1
