time,action,target_price,target_volume,trade_price,trade_volume,status,flag
2018-09-01 00:00:00,buy,2.53,1.53,-1.0,0.0,未成交,0
2018-09-01 01:00:00,buy,2.53,1.33,-1.0,0.0,未成交,0
2018-09-01 02:00:00,buy,2.53,1.12,-1.0,0.0,未成交,0
2018-09-01 03:00:00,buy,2.53,1.02,-1.0,0.0,未成交,0
2018-09-01 04:00:00,buy,2.53,0.89,-1.0,0.0,未成交,0
2018-09-01 05:00:00,buy,2.53,0.78,1.5,0.78,完全成交,0
2018-09-01 06:00:00,buy,2.53,0.84,1.5,0.84,完全成交,0
2018-09-01 07:00:00,buy,2.53,0.88,1.5,0.88,完全成交,0
2018-09-01 20:00:00,buy,2.53,1.98,-1.0,0.0,未成交,0
2018-09-01 21:00:00,buy,2.53,1.8,-1.0,0.0,未成交,0
2018-09-01 22:00:00,buy,2.53,2.06,-1.0,0.0,未成交,0
2018-09-01 23:00:00,buy,2.53,1.55,-1.0,0.0,未成交,0
2018-09-01 00:00:00,buy,2.53,1.44,-1.0,0.0,未成交,1
2018-09-01 01:00:00,buy,2.53,1.36,-1.0,0.0,未成交,1
2018-09-01 02:00:00,buy,2.53,1.12,-1.0,0.0,未成交,1
2018-09-01 03:00:00,buy,2.53,1.07,-1.0,0.0,未成交,1
2018-09-01 04:00:00,buy,2.53,0.96,-1.0,0.0,未成交,1
2018-09-01 05:00:00,buy,2.53,0.79,1.5,0.79,完全成交,1
2018-09-01 06:00:00,buy,2.53,0.8,1.5,0.8,完全成交,1
2018-09-01 07:00:00,buy,2.53,1.08,1.5,1.08,完全成交,1
2018-09-01 10:00:00,sell,1.26,1.12,2.12,1.12,完全成交,1
2018-09-01 11:00:00,sell,1.26,2.12,1.5,2.12,完全成交,1
2018-09-01 12:00:00,sell,1.26,2.14,2.52,2.14,完全成交,1
2018-09-01 13:00:00,sell,1.26,2.15,2.52,2.15,完全成交,1
2018-09-01 14:00:00,sell,1.26,1.73,2.0,1.73,完全成交,1
2018-09-01 15:00:00,sell,1.26,1.03,2.52,1.03,完全成交,1
2018-09-01 19:00:00,buy,2.53,2.72,-1.0,0.0,未成交,1
2018-09-01 20:00:00,buy,2.53,2.39,-1.0,0.0,未成交,1
2018-09-01 21:00:00,buy,2.53,1.99,-1.0,0.0,未成交,1
2018-09-01 22:00:00,buy,2.53,2.16,-1.0,0.0,未成交,1
2018-09-01 23:00:00,buy,2.53,1.84,-1.0,0.0,未成交,1
2018-09-01 00:00:00,buy,2.53,4.36,-1.0,0.0,未成交,2
2018-09-01 01:00:00,buy,2.53,4.25,-1.0,0.0,未成交,2
2018-09-01 02:00:00,buy,2.53,4.05,-1.0,0.0,未成交,2
2018-09-01 03:00:00,buy,2.53,3.31,-1.0,0.0,未成交,2
