time,action,target_price,target_volume,trade_price,trade_volume,status,flag
2018-09-01 00:00:00,buy,2.5,1.1,-1.0,0.0,未成交,0
2018-09-01 01:00:00,buy,2.5,1.2,-1.0,0.0,未成交,0
2018-09-01 02:00:00,buy,2.5,0.93,-1.0,0.0,未成交,0
2018-09-01 03:00:00,buy,2.5,1.12,2.2,0.0,未成交,0
2018-09-01 04:00:00,buy,2.5,1.43,2.2,1.43,完全成交,0
2018-09-01 05:00:00,buy,2.5,1.13,1.5,1.13,完全成交,0
2018-09-01 06:00:00,buy,2.5,1.11,2.2,1.11,完全成交,0
2018-09-01 07:00:00,buy,2.5,1.28,1.5,1.28,完全成交,0
2018-09-01 08:00:00,buy,2.5,0.6,1.5,0.6,完全成交,0
2018-09-01 09:00:00,buy,2.5,0.29,1.8,0.29,完全成交,0
2018-09-01 10:00:00,sell,2.8,0.58,1.8,0.0,未成交,0
2018-09-01 11:00:00,sell,2.8,0.75,1.84,0.0,未成交,0
2018-09-01 12:00:00,sell,2.8,0.53,2.14,0.0,未成交,0
2018-09-01 13:00:00,sell,2.8,0.63,2.0,0.0,未成交,0
2018-09-01 14:00:00,sell,2.8,1.02,2.3,0.0,未成交,0
2018-09-01 15:00:00,sell,2.8,0.45,2.51,0.0,未成交,0
2018-09-01 16:00:00,buy,2.5,0.7,2.52,0.0,未成交,0
2018-09-01 17:00:00,buy,2.5,1.4,2.52,0.0,未成交,0
2018-09-01 18:00:00,buy,2.5,1.01,-1.0,0.0,未成交,0
2018-09-01 19:00:00,buy,2.5,2.37,-1.0,0.0,未成交,0
2018-09-01 20:00:00,buy,2.5,2.38,-1.0,0.0,未成交,0
2018-09-01 21:00:00,buy,2.5,1.94,-1.0,0.0,未成交,0
2018-09-01 22:00:00,buy,2.5,1.72,-1.0,0.0,未成交,0
2018-09-01 23:00:00,buy,2.5,1.55,-1.0,0.0,未成交,0
2018-09-01 00:00:00,buy,2.5,3.1,-1.0,0.0,未成交,1
2018-09-01 01:00:00,buy,2.5,1.55,-1.0,0.0,未成交,1
2018-09-01 02:00:00,buy,2.5,3.61,-1.0,0.0,未成交,1
2018-09-01 03:00:00,buy,2.5,2.39,-1.0,0.0,未成交,1
2018-09-01 04:00:00,buy,2.5,1.58,1.5,1.58,完全成交,1
2018-09-01 05:00:00,buy,2.5,1.78,1.5,1.78,完全成交,1
2018-09-01 06:00:00,buy,2.5,1.67,1.5,1.67,完全成交,1
2018-09-01 07:00:00,buy,2.5,1.8,1.5,1.8,完全成交,1
2018-09-01 08:00:00,buy,2.5,0.71,2.4,0.71,完全成交,1
2018-09-01 09:00:00,buy,2.5,0.27,2.51,0.0,未成交,1
2018-09-01 10:00:00,buy,2.5,1.34,2.2,1.34,完全成交,1
2018-09-01 11:00:00,buy,2.5,0.91,1.5,0.91,完全成交,1
2018-09-01 12:00:00,buy,2.5,1.33,2.0,1.33,完全成交,1
2018-09-01 13:00:00,buy,2.5,0.92,-1.0,0.0,未成交,1
2018-09-01 14:00:00,buy,2.5,1.65,2.5,0.0,未成交,1
2018-09-01 15:00:00,buy,2.5,0.87,2.51,0.0,未成交,1
2018-09-01 16:00:00,buy,2.5,1.28,2.2,0.0,未成交,1
2018-09-01 17:00:00,buy,2.5,1.68,2.2,0.0,未成交,1
2018-09-01 18:00:00,buy,2.5,3.14,-1.0,0.0,未成交,1
2018-09-01 19:00:00,buy,2.5,4.15,-1.0,0.0,未成交,1
2018-09-01 20:00:00,buy,2.5,1.7,-1.0,0.0,未成交,1
2018-09-01 21:00:00,buy,2.5,1.38,-1.0,0.0,未成交,1
2018-09-01 22:00:00,buy,2.5,1.93,-1.0,0.0,未成交,1
2018-09-01 23:00:00,buy,2.5,3.13,-1.0,0.0,未成交,1
2018-09-01 00:00:00,buy,2.5,2.43,2.2,0.0,未成交,2
2018-09-01 01:00:00,buy,2.5,2.2,2.2,0.0,未成交,2
2018-09-01 02:00:00,buy,2.5,2.45,2.2,0.0,未成交,2
2018-09-01 03:00:00,buy,2.5,1.42,2.2,0.0,未成交,2
2018-09-01 04:00:00,buy,2.5,2.49,2.2,2.49,完全成交,2
2018-09-01 05:00:00,buy,2.5,2.09,2.2,2.09,完全成交,2
2018-09-01 06:00:00,buy,2.5,1.62,2.2,1.62,完全成交,2
2018-09-01 07:00:00,buy,2.5,2.09,2.2,2.09,完全成交,2
2018-09-01 08:00:00,buy,2.5,1.64,2.2,1.64,完全成交,2
2018-09-01 09:00:00,buy,2.5,1.73,1.8,1.73,完全成交,2
2018-09-01 10:00:00,buy,2.5,1.7,1.5,1.7,完全成交,2
2018-09-01 11:00:00,buy,2.5,1.06,2.52,0.0,未成交,2
2018-09-01 12:00:00,sell,2.8,0.21,2.52,0.0,未成交,2
2018-09-01 13:00:00,buy,2.5,0.91,1.5,0.91,完全成交,2
2018-09-01 14:00:00,buy,2.5,0.59,1.5,0.59,完全成交,2
2018-09-01 15:00:00,buy,2.5,0.84,2.4,0.0,未成交,2
2018-09-01 16:00:00,buy,2.5,0.72,2.4,0.0,未成交,2
2018-09-01 17:00:00,buy,2.5,1.1,-1.0,0.0,未成交,2
2018-09-01 18:00:00,buy,2.5,2.85,-1.0,0.0,未成交,2
2018-09-01 19:00:00,buy,2.5,2.61,-1.0,0.0,未成交,2
2018-09-01 20:00:00,buy,2.5,2.95,-1.0,0.0,未成交,2
2018-09-01 21:00:00,buy,2.5,1.99,-1.0,0.0,未成交,2
2018-09-01 22:00:00,buy,2.5,2.58,-1.0,0.0,未成交,2
2018-09-01 23:00:00,buy,2.5,2.24,-1.0,0.0,未成交,2
2018-09-01 00:00:00,buy,2.5,1.87,-1.0,0.0,未成交,3
2018-09-01 01:00:00,buy,2.5,1.8,-1.0,0.0,未成交,3
2018-09-01 02:00:00,buy,2.5,1.56,-1.0,0.0,未成交,3
2018-09-01 03:00:00,buy,2.5,1.37,-1.0,0.0,未成交,3
2018-09-01 04:00:00,buy,2.5,1.4,1.5,1.4,完全成交,3
2018-09-01 05:00:00,buy,2.5,1.26,1.5,1.26,完全成交,3
2018-09-01 06:00:00,buy,2.5,1.37,1.5,1.37,完全成交,3
2018-09-01 07:00:00,buy,2.5,2.12,1.5,2.12,完全成交,3
2018-09-01 08:00:00,buy,2.5,1.25,1.5,1.25,完全成交,3
2018-09-01 09:00:00,buy,2.5,1.23,2.0,1.23,完全成交,3
2018-09-01 10:00:00,buy,2.5,1.64,2.4,1.64,完全成交,3
2018-09-01 11:00:00,buy,2.5,1.3,2.0,1.3,完全成交,3
2018-09-01 12:00:00,buy,2.5,2.98,2.4,2.98,完全成交,3
2018-09-01 13:00:00,buy,2.5,1.49,2.2,1.49,完全成交,3
2018-09-01 14:00:00,buy,2.5,3.39,2.5,3.01,部分成交,3
2018-09-01 15:00:00,buy,2.5,2.21,-1.0,0.0,未成交,3
2018-09-01 16:00:00,buy,2.5,3.32,-1.0,0.0,未成交,3
2018-09-01 17:00:00,buy,2.5,2.57,-1.0,0.0,未成交,3
2018-09-01 18:00:00,buy,2.5,2.57,-1.0,0.0,未成交,3
2018-09-01 19:00:00,buy,2.5,1.65,-1.0,0.0,未成交,3
2018-09-01 20:00:00,buy,2.5,2.52,-1.0,0.0,未成交,3
2018-09-01 21:00:00,buy,2.5,2.58,-1.0,0.0,未成交,3
2018-09-01 22:00:00,buy,2.5,3.11,-1.0,0.0,未成交,3
2018-09-01 23:00:00,buy,2.5,1.85,-1.0,0.0,未成交,3
2018-09-01 00:00:00,buy,2.5,1.57,-1.0,0.0,未成交,4
2018-09-01 01:00:00,buy,2.5,1.45,-1.0,0.0,未成交,4
2018-09-01 02:00:00,buy,2.5,1.63,-1.0,0.0,未成交,4
2018-09-01 03:00:00,buy,2.5,1.95,-1.0,0.0,未成交,4
2018-09-01 04:00:00,buy,2.5,1.92,-1.0,0.0,未成交,4
2018-09-01 05:00:00,buy,2.5,1.61,-1.0,0.0,未成交,4
2018-09-01 06:00:00,buy,2.5,1.49,1.5,1.49,完全成交,4
2018-09-01 07:00:00,buy,2.5,0.74,1.5,0.74,完全成交,4
2018-09-01 08:00:00,buy,2.5,0.45,2.2,0.45,完全成交,4
2018-09-01 09:00:00,buy,2.5,0.34,2.2,0.34,完全成交,4
2018-09-01 10:00:00,buy,2.5,0.17,2.2,0.17,完全成交,4
2018-09-01 11:00:00,buy,2.5,0.27,2.2,0.27,完全成交,4
2018-09-01 12:00:00,sell,2.8,1.06,2.2,0.0,未成交,4
2018-09-01 13:00:00,sell,2.8,1.42,2.3,0.0,未成交,4
2018-09-01 14:00:00,sell,2.8,0.27,2.52,0.0,未成交,4
2018-09-01 15:00:00,sell,2.8,0.01,2.52,0.0,未成交,4
2018-09-01 16:00:00,buy,2.5,1.06,2.52,0.0,未成交,4
2018-09-01 17:00:00,buy,2.5,0.29,-1.0,0.0,未成交,4
2018-09-01 18:00:00,buy,2.5,2.41,-1.0,0.0,未成交,4
2018-09-01 19:00:00,buy,2.5,1.92,-1.0,0.0,未成交,4
2018-09-01 20:00:00,buy,2.5,1.6,-1.0,0.0,未成交,4
2018-09-01 21:00:00,buy,2.5,1.55,-1.0,0.0,未成交,4
2018-09-01 22:00:00,buy,2.5,1.52,-1.0,0.0,未成交,4
2018-09-01 23:00:00,buy,2.5,1.48,-1.0,0.0,未成交,4
2018-09-01 00:00:00,buy,2.5,2.43,-1.0,0.0,未成交,5
2018-09-01 01:00:00,buy,2.5,2.2,-1.0,0.0,未成交,5
2018-09-01 02:00:00,buy,2.5,2.45,-1.0,0.0,未成交,5
2018-09-01 03:00:00,buy,2.5,1.42,-1.0,0.0,未成交,5
2018-09-01 04:00:00,buy,2.5,2.49,-1.0,0.0,未成交,5
2018-09-01 05:00:00,buy,2.5,2.09,1.5,2.09,完全成交,5
2018-09-01 06:00:00,buy,2.5,1.62,1.5,1.62,完全成交,5
2018-09-01 07:00:00,buy,2.5,2.04,1.5,2.04,完全成交,5
2018-09-01 08:00:00,buy,2.5,1.68,1.5,1.68,完全成交,5
2018-09-01 09:00:00,buy,2.5,2.35,1.5,2.35,完全成交,5
2018-09-01 10:00:00,buy,2.5,1.58,2.38,1.58,完全成交,5
2018-09-01 11:00:00,buy,2.5,1.17,2.42,1.17,完全成交,5
2018-09-01 12:00:00,sell,2.8,0.7,2.3,0.0,未成交,5
2018-09-01 13:00:00,buy,2.5,1.1,2.46,1.1,完全成交,5
2018-09-01 14:00:00,buy,2.5,0.66,2.5,0.0,未成交,5
2018-09-01 15:00:00,buy,2.5,0.32,2.51,0.0,未成交,5
2018-09-01 16:00:00,buy,2.5,0.13,-1.0,0.0,未成交,5
2018-09-01 17:00:00,buy,2.5,0.66,-1.0,0.0,未成交,5
2018-09-01 18:00:00,buy,2.5,2.17,-1.0,0.0,未成交,5
2018-09-01 19:00:00,buy,2.5,2.29,-1.0,0.0,未成交,5
2018-09-01 20:00:00,buy,2.5,2.93,-1.0,0.0,未成交,5
2018-09-01 21:00:00,buy,2.5,1.99,-1.0,0.0,未成交,5
2018-09-01 22:00:00,buy,2.5,2.58,-1.0,0.0,未成交,5
2018-09-01 23:00:00,buy,2.5,2.24,-1.0,0.0,未成交,5
2018-09-01 00:00:00,buy,2.5,1.53,-1.0,0.0,未成交,6
2018-09-01 01:00:00,buy,2.5,1.46,-1.0,0.0,未成交,6
2018-09-01 02:00:00,buy,2.5,1.47,-1.0,0.0,未成交,6
2018-09-01 03:00:00,buy,2.5,0.95,-1.0,0.0,未成交,6
2018-09-01 04:00:00,buy,2.5,1.01,1.5,1.01,完全成交,6
2018-09-01 05:00:00,buy,2.5,1.26,2.2,1.26,完全成交,6
2018-09-01 06:00:00,buy,2.5,0.83,1.5,0.83,完全成交,6
2018-09-01 07:00:00,buy,2.5,0.71,1.5,0.71,完全成交,6
2018-09-01 08:00:00,buy,2.5,0.87,1.5,0.87,完全成交,6
2018-09-01 09:00:00,buy,2.5,0.98,2.2,0.98,完全成交,6
2018-09-01 10:00:00,buy,2.5,0.62,2.5,0.55,部分成交,6
2018-09-01 11:00:00,buy,2.5,0.21,2.3,0.21,完全成交,6
2018-09-01 12:00:00,buy,2.5,0.78,2.5,0.0,未成交,6
