time,action,target_price,target_volume,trade_price,trade_volume,status,flag
2018-09-01 00:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 00:00:00,sell,2.5,2.0,2.5,0.73,部分成交,0
2018-09-01 00:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 00:00:00,sell,2.5,2.0,2.5,0.73,部分成交,0
2018-09-01 01:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 01:00:00,sell,2.5,2.0,2.5,0.65,部分成交,0
2018-09-01 01:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 01:00:00,sell,2.5,2.0,2.5,0.65,部分成交,0
2018-09-01 02:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 02:00:00,sell,2.5,2.0,2.5,0.53,部分成交,0
2018-09-01 02:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 02:00:00,sell,2.5,2.0,2.5,0.53,部分成交,0
2018-09-01 03:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 03:00:00,sell,2.5,2.0,2.5,0.51,部分成交,0
2018-09-01 03:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 03:00:00,sell,2.5,2.0,2.5,0.51,部分成交,0
2018-09-01 04:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 04:00:00,sell,2.5,2.0,2.5,0.53,部分成交,0
2018-09-01 04:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 04:00:00,sell,2.5,2.0,2.5,0.53,部分成交,0
2018-09-01 05:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 05:00:00,sell,2.5,2.0,2.5,0.45,部分成交,0
2018-09-01 05:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 05:00:00,sell,2.5,2.0,2.5,0.45,部分成交,0
2018-09-01 06:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 06:00:00,sell,2.5,2.0,2.5,0.31,部分成交,0
2018-09-01 06:00:00,buy,2.0,1.0,2.5,0.0,未成交,0
2018-09-01 06:00:00,sell,2.5,2.0,2.5,0.31,部分成交,0
2018-09-01 07:00:00,buy,2.0,1.0,1.75,1.0,完全成交,0
2018-09-01 07:00:00,sell,2.5,2.0,1.75,0.0,未成交,0
2018-09-01 07:00:00,buy,2.0,1.0,1.75,1.0,完全成交,0
2018-09-01 07:00:00,sell,2.5,2.0,1.75,0.0,未成交,0
2018-09-01 08:00:00,buy,2.0,1.0,1.5,0.0,未成交,0
2018-09-01 08:00:00,sell,2.5,2.0,1.5,0.0,未成交,0
2018-09-01 08:00:00,buy,2.0,1.0,1.5,0.0,未成交,0
2018-09-01 08:00:00,sell,2.5,2.0,1.5,0.0,未成交,0
2018-09-01 09:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 09:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 09:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 09:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 10:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 10:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 10:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 10:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 11:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 11:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 11:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 11:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 12:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 12:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 12:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 12:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 13:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 13:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 13:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 13:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 14:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 14:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 14:00:00,buy,2.0,1.0,2.0,1.0,完全成交,0
2018-09-01 14:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
2018-09-01 15:00:00,buy,2.0,1.0,1.5,0.0,未成交,0
2018-09-01 15:00:00,sell,2.5,2.0,1.5,0.0,未成交,0
2018-09-01 15:00:00,buy,2.0,1.0,1.5,0.0,未成交,0
2018-09-01 15:00:00,sell,2.5,2.0,1.5,0.0,未成交,0
2018-09-01 16:00:00,buy,2.0,1.0,2.0,0.21,部分成交,0
2018-09-01 16:00:00,sell,2.5,2.0,2.0,0.0,未成交,0
