time,action,target_price,target_volume,trade_price,trade_volume,status,flag
2018-09-01 00:00:00,buy,2.52,2.0,-1.0,0.0,未成交,0
2018-09-01 01:00:00,buy,2.52,1.63,-1.0,0.0,未成交,0
2018-09-01 02:00:00,buy,2.52,1.68,-1.0,0.0,未成交,0
2018-09-01 03:00:00,buy,2.52,1.53,-1.0,0.0,未成交,0
2018-09-01 04:00:00,buy,2.52,1.41,-1.0,0.0,未成交,0
2018-09-01 05:00:00,buy,2.52,1.42,1.5,1.42,完全成交,0
2018-09-01 06:00:00,buy,2.52,1.21,1.5,1.21,完全成交,0
2018-09-01 07:00:00,buy,2.52,1.19,1.5,1.19,完全成交,0
2018-09-01 08:00:00,buy,2.52,1.87,1.5,1.87,完全成交,0
2018-09-01 09:00:00,buy,2.52,1.45,1.5,1.45,完全成交,0
2018-09-01 11:00:00,buy,2.52,0.96,2.52,0.96,完全成交,0
2018-09-01 12:00:00,buy,2.52,1.5,2.52,1.5,完全成交,0
2018-09-01 13:00:00,buy,2.52,2.72,1.5,2.72,完全成交,0
2018-09-01 14:00:00,buy,2.52,2.49,1.5,2.49,完全成交,0
2018-09-01 15:00:00,buy,2.52,3.07,2.32,3.07,完全成交,0
2018-09-01 16:00:00,buy,2.52,3.67,-1.0,0.0,未成交,0
2018-09-01 17:00:00,buy,2.52,3.03,-1.0,0.0,未成交,0
2018-09-01 18:00:00,buy,2.52,3.78,-1.0,0.0,未成交,0
2018-09-01 19:00:00,buy,2.52,3.3,-1.0,0.0,未成交,0
2018-09-01 20:00:00,buy,2.52,3.13,-1.0,0.0,未成交,0
2018-09-01 21:00:00,buy,2.52,2.88,-1.0,0.0,未成交,0
2018-09-01 22:00:00,buy,2.52,2.84,-1.0,0.0,未成交,0
2018-09-01 23:00:00,buy,2.52,2.43,-1.0,0.0,未成交,0
2018-09-01 00:00:00,buy,2.52,3.1,-1.0,0.0,未成交,1
2018-09-01 01:00:00,buy,2.52,2.68,-1.0,0.0,未成交,1
2018-09-01 02:00:00,buy,2.52,2.58,-1.0,0.0,未成交,1
2018-09-01 03:00:00,buy,2.52,2.36,-1.0,0.0,未成交,1
2018-09-01 04:00:00,buy,2.52,2.5,-1.0,0.0,未成交,1
2018-09-01 05:00:00,buy,2.52,2.22,1.5,2.22,完全成交,1
2018-09-01 06:00:00,buy,2.52,2.3,1.5,2.3,完全成交,1
2018-09-01 07:00:00,buy,2.52,2.7,1.5,2.7,完全成交,1
2018-09-01 08:00:00,buy,2.52,2.58,1.5,2.58,完全成交,1
2018-09-01 09:00:00,buy,2.52,2.42,1.6,2.42,完全成交,1
2018-09-01 10:00:00,buy,2.52,1.84,2.12,1.84,完全成交,1
2018-09-01 11:00:00,buy,2.52,1.65,1.5,1.65,完全成交,1
2018-09-01 12:00:00,buy,2.52,1.34,2.52,1.34,完全成交,1
2018-09-01 13:00:00,buy,2.52,1.2,2.52,1.2,完全成交,1
2018-09-01 14:00:00,buy,2.52,1.52,2.0,1.52,完全成交,1
2018-09-01 15:00:00,buy,2.52,1.97,2.52,1.64,部分成交,1
2018-09-01 16:00:00,buy,2.52,2.64,-1.0,0.0,未成交,1
2018-09-01 17:00:00,buy,2.52,4.0,-1.0,0.0,未成交,1
2018-09-01 18:00:00,buy,2.52,4.86,-1.0,0.0,未成交,1
2018-09-01 19:00:00,buy,2.52,5.66,-1.0,0.0,未成交,1
2018-09-01 20:00:00,buy,2.52,5.76,-1.0,0.0,未成交,1
2018-09-01 21:00:00,buy,2.52,5.2,-1.0,0.0,未成交,1
2018-09-01 22:00:00,buy,2.52,4.99,-1.0,0.0,未成交,1
2018-09-01 23:00:00,buy,2.52,4.47,-1.0,0.0,未成交,1
2018-09-01 00:00:00,buy,2.52,3.1,-1.0,0.0,未成交,2
2018-09-01 01:00:00,buy,2.52,2.68,-1.0,0.0,未成交,2
2018-09-01 02:00:00,buy,2.52,2.58,-1.0,0.0,未成交,2
2018-09-01 03:00:00,buy,2.52,2.36,-1.0,0.0,未成交,2
2018-09-01 04:00:00,buy,2.52,2.5,1.5,2.5,完全成交,2
2018-09-01 05:00:00,buy,2.52,2.22,1.5,2.22,完全成交,2
2018-09-01 06:00:00,buy,2.52,2.3,1.5,2.3,完全成交,2
2018-09-01 07:00:00,buy,2.52,2.7,1.5,2.7,完全成交,2
2018-09-01 08:00:00,buy,2.52,2.63,1.5,2.63,完全成交,2
2018-09-01 09:00:00,buy,2.52,2.84,2.0,2.84,完全成交,2
2018-09-01 10:00:00,buy,2.52,2.49,2.45,2.49,完全成交,2
2018-09-01 11:00:00,buy,2.52,2.08,2.0,2.08,完全成交,2
2018-09-01 12:00:00,buy,2.52,1.56,2.51,1.56,完全成交,2
2018-09-01 13:00:00,buy,2.52,1.24,2.49,1.24,完全成交,2
2018-09-01 14:00:00,buy,2.52,1.4,2.5,1.4,完全成交,2
2018-09-01 15:00:00,buy,2.52,1.65,2.5,1.65,完全成交,2
2018-09-01 16:00:00,buy,2.52,2.17,2.52,0.16,部分成交,2
2018-09-01 17:00:00,buy,2.52,2.93,-1.0,0.0,未成交,2
2018-09-01 18:00:00,buy,2.52,3.79,-1.0,0.0,未成交,2
2018-09-01 19:00:00,buy,2.52,5.16,-1.0,0.0,未成交,2
2018-09-01 20:00:00,buy,2.52,5.76,-1.0,0.0,未成交,2
2018-09-01 21:00:00,buy,2.52,5.2,-1.0,0.0,未成交,2
2018-09-01 22:00:00,buy,2.52,4.99,-1.0,0.0,未成交,2
2018-09-01 23:00:00,buy,2.52,4.47,-1.0,0.0,未成交,2
2018-09-01 00:00:00,buy,2.52,2.01,-1.0,0.0,未成交,3
2018-09-01 01:00:00,buy,2.52,2.13,-1.0,0.0,未成交,3
2018-09-01 02:00:00,buy,2.52,2.64,-1.0,0.0,未成交,3
2018-09-01 03:00:00,buy,2.52,3.01,-1.0,0.0,未成交,3
2018-09-01 04:00:00,buy,2.52,4.11,1.5,4.11,完全成交,3
2018-09-01 05:00:00,buy,2.52,3.69,1.5,3.69,完全成交,3
2018-09-01 06:00:00,buy,2.52,1.94,1.5,1.94,完全成交,3
2018-09-01 07:00:00,buy,2.52,1.47,1.5,1.47,完全成交,3
2018-09-01 09:00:00,sell,0.01,0.39,-1.0,0.0,未成交,3
2018-09-01 10:00:00,sell,0.01,0.77,2.32,0.0,未成交,3
2018-09-01 11:00:00,sell,0.01,0.78,-1.0,0.0,未成交,3
2018-09-01 12:00:00,sell,0.01,1.08,2.0,1.08,完全成交,3
2018-09-01 13:00:00,sell,0.01,0.19,1.5,0.19,完全成交,3
2018-09-01 14:00:00,sell,0.01,0.94,1.84,0.94,完全成交,3
2018-09-01 15:00:00,sell,0.01,0.41,1.68,0.41,完全成交,3
2018-09-01 16:00:00,buy,2.52,1.12,-1.0,0.0,未成交,3
2018-09-01 17:00:00,buy,2.52,1.92,-1.0,0.0,未成交,3
2018-09-01 18:00:00,buy,2.52,2.75,-1.0,0.0,未成交,3
2018-09-01 19:00:00,buy,2.52,3.48,-1.0,0.0,未成交,3
2018-09-01 20:00:00,buy,2.52,3.53,-1.0,0.0,未成交,3
2018-09-01 21:00:00,buy,2.52,2.87,-1.0,0.0,未成交,3
2018-09-01 22:00:00,buy,2.52,2.51,-1.0,0.0,未成交,3
2018-09-01 23:00:00,buy,2.52,2.09,-1.0,0.0,未成交,3
2018-09-01 00:00:00,buy,2.52,1.28,-1.0,0.0,未成交,4
